,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
1461,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r8', 0)","('r18', 0)",0,0,0,0,14:05:30,1.0000000000000004,1,0,1,1,0,0,0,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0
1462,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r9', 1)","('r18', 0)",0,0,0,0,14:05:45,0.9800000000000004,1,1,1,0,0,0,1,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0
1463,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r9', 1)","('r18', 0)",0,0,0,1,14:06:00,0.9604000000000004,1,1,1,0,0,0,1,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0
1464,motion,no motion,no motion,no motion,motion,motion,motion,no motion,"('r9', 1)","('c3', 0)",0,0,0,0,14:06:15,0.9604000000000004,2,0,0,0,0,0,2,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0
1465,motion,no motion,no motion,no motion,motion,no motion,motion,motion,"('r13', 0)","('c3', 0)",0,0,0,0,14:06:30,0.9604000000000004,2,0,0,0,0,0,1,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,1,0,0
1466,motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r9', 1)","('c3', 0)",0,0,0,0,14:06:45,0.9411920000000004,0,0,2,0,0,0,1,0,1,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,1,0,0
1467,motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,"('r8', 0)","('c3', 0)",0,1,0,0,14:07:00,0.9604000000000004,0,0,1,0,0,0,2,0,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1,0,0
1468,motion,no motion,no motion,no motion,motion,no motion,no motion,motion,"('r9', 1)","('r17', 0)",0,0,0,0,14:07:15,0.9411920000000004,0,0,1,0,0,0,1,0,1,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,0,1,0,0
1469,motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r5', 0)","('r17', 0)",0,1,0,0,14:07:30,0.9411920000000004,0,0,1,0,0,0,1,0,1,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,2,0,0
1470,motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('r9', 1)","('r17', 0)",0,0,0,0,14:07:45,0.9223681600000003,0,0,1,0,0,0,1,0,1,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1,1,0
1471,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('r13', 1)","('c3', 1)",0,0,0,0,14:08:00,0.9223681600000003,0,0,1,0,0,0,1,0,1,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,2,0,0
1472,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r13', 1)","('c3', 1)",1,0,0,0,14:08:15,0.9039207968000003,0,0,1,1,0,0,1,0,0,3,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,2,0,0
1473,motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r13', 1)","('c3', 0)",0,0,0,0,14:08:30,0.9223681600000003,0,0,1,1,0,0,1,0,0,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0
1474,motion,no motion,no motion,no motion,no motion,no motion,motion,motion,"('r13', 1)","('c3', 0)",0,0,0,0,14:08:45,0.9223681600000003,0,1,1,0,0,0,1,0,0,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,0,0
1475,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r13', 1)","('c3', 1)",0,0,0,0,14:09:00,0.9223681600000003,1,0,1,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,2,0,0
1476,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r13', 1)","('r15', 3)",0,0,0,0,14:09:15,0.9039207968000003,1,0,0,0,0,0,2,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,2,0,0
1477,motion,no motion,no motion,no motion,motion,motion,motion,no motion,"('r13', 1)","('c3', 0)",0,1,0,0,14:09:30,0.9223681600000003,1,0,0,0,0,0,2,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,2,1,0
1478,motion,no motion,no motion,no motion,motion,no motion,motion,no motion,"('r13', 1)","('r15', 3)",0,0,0,0,14:09:45,0.9223681600000003,0,0,1,0,0,0,2,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,1,0
1479,motion,motion,no motion,no motion,motion,no motion,no motion,motion,"('r13', 1)","('r15', 3)",0,0,0,0,14:10:00,0.9039207968000003,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,2,0,0
1480,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r13', 1)","('c3', 0)",0,0,0,0,14:10:15,0.9223681600000003,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,2,0,0
1481,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r13', 1)","('r10', 2)",0,1,0,0,14:10:30,0.9223681600000003,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,2,0,0
1482,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r13', 1)","('r10', 2)",0,0,0,0,14:10:45,0.9039207968000003,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,2,0,0
1483,motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('r13', 1)","('r10', 2)",0,0,1,0,14:11:00,0.8858423808640002,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0
1484,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r24', 0)","('r10', 2)",0,0,0,0,14:11:15,0.8858423808640002,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0,0
1485,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r23', 0)","('c3', 0)",0,1,0,0,14:11:30,0.8681255332467203,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,2,0,0
1486,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r24', 0)","('c3', 0)",0,0,0,0,14:11:45,0.8507630225817858,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,2,0,0
1487,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r24', 0)","('c3', 0)",0,1,1,0,14:12:00,0.8507630225817858,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,3,0,0
1488,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('r14', 0)","('c3', 1)",0,0,0,0,14:12:15,0.8681255332467203,0,0,0,0,0,0,1,0,0,2,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,2,1,0
1489,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('r24', 0)","('c3', 2)",0,0,0,1,14:12:30,0.8858423808640002,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,1,1,0
1490,motion,motion,no motion,no motion,motion,motion,no motion,motion,"('r24', 0)","('c3', 0)",0,0,0,0,14:12:45,0.8681255332467203,0,0,0,0,1,0,1,0,0,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,2,2,0
1491,motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('r13', 1)","('r5', 1)",0,0,0,0,14:13:00,0.8858423808640002,0,0,0,0,1,0,1,0,0,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,2,1,0
1492,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r13', 1)","('r5', 0)",0,0,0,1,14:13:15,0.8681255332467203,0,0,0,0,0,0,1,0,1,2,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,4,0,0
1493,motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('r13', 2)","('r9', 0)",0,0,0,0,14:13:30,0.8681255332467203,0,0,0,0,0,0,1,0,0,2,1,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,2,1,0
1494,motion,no motion,no motion,no motion,no motion,motion,motion,motion,"('r13', 1)","('r5', 0)",0,0,0,0,14:13:45,0.8507630225817858,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,1,2,0,0
1495,motion,no motion,no motion,no motion,no motion,motion,no motion,motion,"('r9', 0)","('r5', 0)",0,1,0,0,14:14:00,0.8681255332467203,0,0,0,0,0,0,2,0,0,2,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,2,0,0
1496,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r13', 1)","('r5', 0)",0,0,0,0,14:14:15,0.8858423808640002,1,0,0,0,0,0,1,0,0,2,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,2,0,0
1497,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r9', 0)","('r9', 0)",0,0,0,0,14:14:30,0.8681255332467203,1,0,0,0,0,0,1,0,0,2,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1498,motion,no motion,no motion,motion,no motion,no motion,motion,motion,"('r5', 0)","('r9', 1)",0,0,0,0,14:14:45,0.8858423808640002,0,1,0,0,0,0,1,0,1,2,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1499,motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('r5', 0)","('r9', 1)",0,0,0,0,14:15:00,0.9039207968000003,0,0,0,1,0,0,1,0,1,2,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1500,motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,"('r5', 0)","('r8', 1)",0,0,0,0,14:15:15,0.9223681600000003,0,0,0,0,0,0,1,1,1,2,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1501,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 0)","('r8', 0)",1,0,0,0,14:15:30,0.9223681600000003,0,0,0,0,0,0,1,0,2,2,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1502,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c3', 0)","('r8', 0)",0,0,0,0,14:15:45,0.9039207968000003,0,0,0,0,1,0,1,0,0,2,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1503,motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r4', 0)",0,0,0,0,14:16:00,0.8858423808640002,0,0,0,0,0,0,1,0,0,2,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,2,0,0
1504,motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r4', 0)",0,0,0,0,14:16:15,0.8858423808640002,0,0,0,0,0,0,1,0,0,2,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,2,0,0
1505,motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 0)","('r2', 0)",0,0,0,0,14:16:30,0.8858423808640002,0,0,0,0,0,0,1,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,0,0
1506,motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,"('r20', 0)","('r4', 0)",0,1,0,0,14:16:45,0.9039207968000003,0,0,0,0,0,0,1,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2,0,0
1507,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 0)","('r2', 0)",0,0,0,0,14:17:00,0.8858423808640002,0,0,0,0,0,0,1,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2,0,0
1508,motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r19', 1)","('r1', 0)",0,0,0,0,14:17:15,0.8681255332467203,0,0,0,0,0,0,1,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0
1509,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r19', 1)","('r1', 0)",0,0,0,1,14:17:30,0.8507630225817858,0,0,0,0,0,0,1,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,2,0,0
1510,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 0)","('r1', 0)",0,0,0,1,14:17:45,0.8337477621301501,0,0,0,0,0,0,2,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0
1511,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r19', 1)","('r3', 0)",0,0,0,0,14:18:00,0.8507630225817858,0,0,0,0,0,0,2,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0
1512,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 0)","('r3', 1)",0,0,0,0,14:18:15,0.8337477621301501,0,0,1,0,0,0,0,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0
1513,motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,"('c3', 0)","('r1', 0)",0,0,0,0,14:18:30,0.8337477621301501,0,0,1,0,0,0,0,0,0,3,1,0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0
1514,motion,no motion,no motion,motion,no motion,motion,no motion,no motion,"('r20', 0)","('r1', 0)",0,0,0,0,14:18:45,0.8337477621301501,0,0,1,0,0,0,1,0,0,2,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,3,0,0
1515,motion,no motion,no motion,no motion,motion,motion,motion,no motion,"('c3', 2)","('r1', 0)",0,0,0,0,14:19:00,0.8337477621301501,0,0,1,0,0,0,1,0,0,2,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,3,0,0
1516,motion,no motion,no motion,no motion,motion,motion,no motion,motion,"('r19', 1)","('r1', 0)",0,0,0,0,14:19:15,0.8337477621301501,0,0,1,0,0,0,1,0,0,2,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,3,1,0
1517,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 0)","('r1', 0)",0,0,0,0,14:19:30,0.8337477621301501,0,0,1,0,0,0,1,0,0,2,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,2,0
1518,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 1)","('r2', 0)",0,0,0,0,14:19:45,0.8337477621301501,0,0,1,0,0,0,1,0,0,2,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,4,1,0
1519,motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 1)","('r2', 0)",0,0,0,0,14:20:00,0.8507630225817858,1,0,0,0,0,0,1,0,0,2,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,5,0,0
1520,motion,motion,no motion,no motion,motion,motion,motion,no motion,"('r21', 0)","('r2', 0)",0,0,0,0,14:20:15,0.8337477621301501,1,0,0,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,4,0,0
1521,motion,motion,no motion,no motion,motion,motion,motion,no motion,"('r21', 0)","('r1', 1)",0,0,0,0,14:20:30,0.8337477621301501,1,0,0,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,4,0,0
1522,motion,motion,no motion,motion,motion,no motion,motion,no motion,"('c3', 0)","('r1', 1)",0,1,0,0,14:20:45,0.8507630225817858,1,0,0,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,4,1,0
1523,motion,motion,no motion,no motion,motion,no motion,motion,no motion,"('r21', 0)","('r1', 1)",0,0,0,0,14:21:00,0.8507630225817858,1,0,0,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,5,0,0
1524,motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 0)",0,0,0,0,14:21:15,0.8507630225817858,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,5,0,0
1525,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r20', 0)","('r1', 0)",0,0,1,0,14:21:30,0.8507630225817858,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,4,1,0
1526,motion,motion,no motion,no motion,motion,no motion,no motion,no motion,"('r20', 0)","('r1', 0)",0,0,0,0,14:21:45,0.8337477621301501,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,4,1,0
1527,motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('c3', 1)","('r1', 0)",0,0,0,0,14:22:00,0.8170728068875471,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,4,0,0
1528,motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c3', 1)","('r1', 0)",0,0,0,0,14:22:15,0.8007313507497962,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,4,0,0
1529,motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r1', 0)",0,0,0,0,14:22:30,0.8170728068875471,0,0,1,0,1,0,1,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,4,0,0
1530,motion,motion,motion,no motion,motion,motion,no motion,no motion,"('c3', 0)","('r1', 0)",0,0,0,0,14:22:45,0.8007313507497962,0,0,1,0,1,0,1,0,0,3,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,4,0,0
1531,no motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('r18', 0)","('r1', 0)",0,0,0,0,14:23:00,0.7847167237348003,0,0,1,0,1,0,1,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,4,0,0
1532,no motion,motion,motion,no motion,no motion,motion,no motion,no motion,"('c3', 1)","('r2', 0)",0,0,2,0,14:23:15,0.8007313507497962,0,0,1,0,1,0,1,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,4,0,0
1533,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c3', 1)","('r4', 0)",0,0,0,0,14:23:30,0.8170728068875471,1,0,0,0,1,0,1,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,4,0,0
1534,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('c3', 0)","('r2', 0)",0,0,0,0,14:23:45,0.8007313507497962,1,0,0,0,1,0,1,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,0
1535,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('c3', 0)","('r4', 0)",0,0,0,0,14:24:00,0.8007313507497962,1,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0
1536,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r5', 1)","('r4', 0)",0,0,0,0,14:24:15,0.8007313507497962,1,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0
1537,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r5', 1)","('r8', 0)",0,0,0,0,14:24:30,0.8170728068875471,1,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0
1538,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r9', 0)","('r9', 0)",0,0,0,0,14:24:45,0.8337477621301501,1,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0
1539,no motion,motion,motion,no motion,motion,no motion,motion,no motion,"('r13', 1)","('r8', 0)",0,0,0,0,14:25:00,0.8337477621301501,1,0,0,0,1,0,0,0,0,3,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,0
1540,no motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('r9', 1)","('r9', 1)",0,0,0,0,14:25:15,0.8507630225817858,1,0,0,0,1,0,0,0,1,3,1,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,0
1541,no motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('r9', 0)","('r13', 0)",0,0,0,0,14:25:30,0.8681255332467203,1,0,0,0,2,0,0,0,0,3,1,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,0
1542,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r9', 0)","('r13', 0)",0,0,0,0,14:25:45,0.8507630225817858,1,0,0,0,1,0,1,0,0,3,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,2,0,0
1543,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r5', 1)","('r13', 0)",0,0,0,0,14:26:00,0.8337477621301501,1,0,0,0,1,0,0,0,0,3,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,2,0,0
1544,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r5', 1)","('r13', 0)",0,2,0,0,14:26:15,0.8337477621301501,1,0,0,0,1,0,0,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,2,0,0
1545,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r6', 0)","('r9', 0)",0,1,0,0,14:26:30,0.8337477621301501,1,0,0,0,1,0,0,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,2,0,0
1546,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('r6', 0)","('r13', 0)",0,0,0,0,14:26:45,0.8507630225817858,1,0,0,0,1,0,1,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,2,0,0
1547,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r6', 0)","('r13', 0)",0,0,0,0,14:27:00,0.8337477621301501,1,0,0,0,1,0,1,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,0,0
1548,no motion,motion,no motion,no motion,motion,no motion,motion,no motion,"('c3', 0)","('r13', 0)",0,0,0,0,14:27:15,0.8507630225817858,1,0,0,0,1,0,1,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,1,0
1549,no motion,motion,no motion,motion,motion,motion,motion,no motion,"('r6', 0)","('r13', 0)",0,0,0,0,14:27:30,0.8507630225817858,1,0,0,0,1,0,1,0,0,4,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,2,0,0
